atm_name,transaction_date,No_Of_Withdrawals,total_amount_withdrawn,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,working_day_W,day_type_Day of Ashura,day_type_Diwali,day_type_Easter Sunday,day_type_Eid al-Adha,day_type_Eid ul-Fitr,day_type_Feast of Pentecost,day_type_Gandhi Jayanti,day_type_Good Friday,day_type_Holi,day_type_Independence Day,day_type_Labour Day,day_type_Makar Sankranti / Pongal,day_type_Mawlid,day_type_Normal Day,day_type_Palm Sunday,day_type_Republic Day,moving_avg_7d,prev_day_withdrawals,prev_day_amount,lag_1,lag_7
Mount Road ATM,2016-05-20,22,55600,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,287814.28571428574,154.0,597600.0,597600.0,553800.0
Airport ATM,2016-05-20,28,115300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,245214.2857142857,22.0,55600.0,55600.0,413500.0
KK Nagar ATM,2016-05-20,99,599700,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,330714.28571428574,28.0,115300.0,115300.0,1200.0
Christ College ATM,2016-05-20,144,607800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,405571.4285714286,99.0,599700.0,599700.0,83800.0
Mount Road ATM,2016-05-21,8,5900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,376400.0,144.0,607800.0,607800.0,210100.0
Airport ATM,2016-05-21,38,198200,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,311442.85714285716,8.0,5900.0,5900.0,652900.0
KK Nagar ATM,2016-05-21,137,797600,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,340014.28571428574,38.0,198200.0,198200.0,597600.0
Christ College ATM,2016-05-21,164,667700,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,427457.14285714284,137.0,797600.0,797600.0,55600.0
Big Street ATM,2016-05-22,51,209700,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,440942.85714285716,164.0,667700.0,667700.0,115300.0
Mount Road ATM,2016-05-22,1,1000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,355414.28571428574,51.0,209700.0,209700.0,599700.0
Airport ATM,2016-05-22,15,90500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,281514.28571428574,1.0,1000.0,1000.0,607800.0
KK Nagar ATM,2016-05-22,106,421300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,340857.14285714284,15.0,90500.0,90500.0,5900.0
Christ College ATM,2016-05-22,53,225800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,344800.0,106.0,421300.0,421300.0,198200.0
Big Street ATM,2016-05-23,89,342000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,279714.28571428574,53.0,225800.0,225800.0,797600.0
Mount Road ATM,2016-05-23,36,87500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,196828.57142857142,89.0,342000.0,342000.0,667700.0
KK Nagar ATM,2016-05-23,121,793400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,280214.28571428574,36.0,87500.0,87500.0,209700.0
Christ College ATM,2016-05-23,48,207900,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,309771.4285714286,121.0,793400.0,793400.0,1000.0
Big Street ATM,2016-05-24,85,475200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,364728.5714285714,48.0,207900.0,207900.0,90500.0
Mount Road ATM,2016-05-24,75,304000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,347971.4285714286,85.0,475200.0,475200.0,421300.0
KK Nagar ATM,2016-05-24,132,613600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,403371.4285714286,75.0,304000.0,304000.0,225800.0
Christ College ATM,2016-05-24,12,61600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,363314.28571428574,132.0,613600.0,613600.0,342000.0
Big Street ATM,2016-05-25,127,456400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,416014.28571428574,12.0,61600.0,61600.0,87500.0
Mount Road ATM,2016-05-25,46,256500,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,339314.28571428574,127.0,456400.0,456400.0,793400.0
KK Nagar ATM,2016-05-25,110,794100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,423057.14285714284,46.0,256500.0,256500.0,207900.0
Christ College ATM,2016-05-25,64,295400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,397371.4285714286,110.0,794100.0,794100.0,475200.0
Big Street ATM,2016-05-26,118,337600,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,402171.4285714286,64.0,295400.0,295400.0,304000.0
Mount Road ATM,2016-05-26,36,172500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,339157.14285714284,118.0,337600.0,337600.0,613600.0
KK Nagar ATM,2016-05-26,155,1034500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,478142.85714285716,36.0,172500.0,172500.0,61600.0
Christ College ATM,2016-05-26,105,567800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,494057.14285714284,155.0,1034500.0,1034500.0,456400.0
Big Street ATM,2016-05-27,86,321300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,503314.28571428574,105.0,567800.0,567800.0,256500.0
Mount Road ATM,2016-05-27,47,185500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,416371.4285714286,86.0,321300.0,321300.0,794100.0
KK Nagar ATM,2016-05-27,77,484500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,443385.71428571426,47.0,185500.0,185500.0,295400.0
Christ College ATM,2016-05-27,101,494200,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,465757.14285714284,77.0,484500.0,484500.0,337600.0
Big Street ATM,2016-05-28,79,294200,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,483142.85714285716,101.0,494200.0,494200.0,172500.0
KK Nagar ATM,2016-05-28,137,796800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,449185.71428571426,79.0,294200.0,294200.0,1034500.0
Christ College ATM,2016-05-28,100,416800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,427614.28571428574,137.0,796800.0,796800.0,567800.0
Big Street ATM,2016-05-29,125,485800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,451114.28571428574,100.0,416800.0,416800.0,321300.0
KK Nagar ATM,2016-05-29,90,435800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,486871.4285714286,125.0,485800.0,485800.0,185500.0
Big Street ATM,2016-05-30,107,434900,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,479785.71428571426,90.0,435800.0,435800.0,484500.0
Airport ATM,2016-05-30,18,80500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,420685.71428571426,107.0,434900.0,434900.0,494200.0
KK Nagar ATM,2016-05-30,96,652300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,471842.85714285716,18.0,80500.0,80500.0,294200.0
Christ College ATM,2016-05-30,124,669500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,453657.14285714284,96.0,652300.0,652300.0,796800.0
Big Street ATM,2016-05-31,142,555000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,473400.0,124.0,669500.0,669500.0,416800.0
KK Nagar ATM,2016-05-31,16,29600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,408228.5714285714,142.0,555000.0,555000.0,485800.0
Christ College ATM,2016-05-31,158,811000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,461828.5714285714,16.0,29600.0,29600.0,435800.0
Big Street ATM,2016-06-01,171,796800,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,513528.5714285714,158.0,811000.0,811000.0,434900.0
Mount Road ATM,2016-06-01,15,105100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,517042.85714285716,171.0,796800.0,796800.0,80500.0
KK Nagar ATM,2016-06-01,174,835900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,543271.4285714285,15.0,105100.0,105100.0,652300.0
Christ College ATM,2016-06-01,173,999100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,590357.1428571428,174.0,835900.0,835900.0,669500.0
Big Street ATM,2016-06-02,157,728200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,615100.0,173.0,999100.0,999100.0,555000.0
Mount Road ATM,2016-06-02,82,558800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,690700.0,157.0,728200.0,728200.0,29600.0
KK Nagar ATM,2016-06-02,67,294200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,616871.4285714285,82.0,558800.0,558800.0,811000.0
Christ College ATM,2016-06-02,198,1214200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,676500.0,67.0,294200.0,294200.0,796800.0
Big Street ATM,2016-06-03,167,562800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,741885.7142857143,198.0,1214200.0,1214200.0,105100.0
Mount Road ATM,2016-06-03,1,3500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,622971.4285714285,167.0,562800.0,562800.0,835900.0
Airport ATM,2016-06-03,3,2600,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,480614.28571428574,1.0,3500.0,3500.0,999100.0
KK Nagar ATM,2016-06-03,63,280000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,416585.71428571426,3.0,2600.0,2600.0,728200.0
Christ College ATM,2016-06-03,98,501800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,408442.85714285716,63.0,280000.0,280000.0,558800.0
Big Street ATM,2016-06-04,160,661600,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,460928.5714285714,98.0,501800.0,501800.0,294200.0
Mount Road ATM,2016-06-04,19,145500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,308257.14285714284,160.0,661600.0,661600.0,1214200.0
KK Nagar ATM,2016-06-04,110,508000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300428.5714285714,19.0,145500.0,145500.0,562800.0
Christ College ATM,2016-06-04,130,754300,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,407685.71428571426,110.0,508000.0,508000.0,3500.0
Big Street ATM,2016-06-05,173,670700,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,503128.5714285714,130.0,754300.0,754300.0,2600.0
Mount Road ATM,2016-06-05,11,60600,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,471785.71428571426,173.0,670700.0,670700.0,280000.0
KK Nagar ATM,2016-06-05,126,644500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,492171.4285714286,11.0,60600.0,60600.0,501800.0
Christ College ATM,2016-06-05,165,644500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,489728.5714285714,126.0,644500.0,644500.0,661600.0
Big Street ATM,2016-06-06,150,627500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,558585.7142857143,165.0,644500.0,644500.0,145500.0
Mount Road ATM,2016-06-06,2,700,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,486114.28571428574,150.0,627500.0,627500.0,508000.0
Airport ATM,2016-06-06,4,21900,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,381485.71428571426,2.0,700.0,700.0,754300.0
KK Nagar ATM,2016-06-06,132,848900,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,406942.85714285716,4.0,21900.0,21900.0,670700.0
Christ College ATM,2016-06-06,48,193100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,425871.4285714286,132.0,848900.0,848900.0,60600.0
Big Street ATM,2016-06-07,127,488800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,403628.5714285714,48.0,193100.0,193100.0,644500.0
KK Nagar ATM,2016-06-07,129,773500,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,422057.14285714284,127.0,488800.0,488800.0,644500.0
Christ College ATM,2016-06-07,65,411600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,391214.28571428574,129.0,773500.0,773500.0,627500.0
Big Street ATM,2016-06-08,163,697100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,490700.0,65.0,411600.0,411600.0,700.0
KK Nagar ATM,2016-06-08,72,324500,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,533928.5714285715,163.0,697100.0,697100.0,21900.0
Christ College ATM,2016-06-08,181,919000,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,543942.8571428572,72.0,324500.0,324500.0,848900.0
Big Street ATM,2016-06-09,167,702400,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,616700.0,181.0,919000.0,919000.0,193100.0
KK Nagar ATM,2016-06-09,57,231500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,579942.8571428572,167.0,702400.0,702400.0,488800.0
Christ College ATM,2016-06-09,160,915700,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,600257.1428571428,57.0,231500.0,231500.0,773500.0
Big Street ATM,2016-06-10,115,412000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,600314.2857142857,160.0,915700.0,915700.0,411600.0
Mount Road ATM,2016-06-10,28,77500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,511800.0,115.0,412000.0,412000.0,697100.0
Airport ATM,2016-06-10,34,127100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,483600.0,28.0,77500.0,77500.0,324500.0
KK Nagar ATM,2016-06-10,69,350200,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,402342.85714285716,34.0,127100.0,127100.0,919000.0
Christ College ATM,2016-06-10,146,642600,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,393800.0,69.0,350200.0,350200.0,702400.0
Big Street ATM,2016-06-11,96,355900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,411571.4285714286,146.0,642600.0,642600.0,231500.0
Airport ATM,2016-06-11,79,524800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,355728.5714285714,96.0,355900.0,355900.0,915700.0
KK Nagar ATM,2016-06-11,95,550800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,375557.14285714284,79.0,524800.0,524800.0,412000.0
Christ College ATM,2016-06-11,14,61500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,373271.4285714286,95.0,550800.0,550800.0,77500.0
Big Street ATM,2016-06-12,121,437500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,417614.28571428574,14.0,61500.0,61500.0,127100.0
Airport ATM,2016-06-12,29,152300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,389342.85714285716,121.0,437500.0,437500.0,350200.0
KK Nagar ATM,2016-06-12,131,502100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,369271.4285714286,29.0,152300.0,152300.0,642600.0
Big Street ATM,2016-06-13,124,431800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,380114.28571428574,131.0,502100.0,502100.0,355900.0
Mount Road ATM,2016-06-13,27,133000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,324142.85714285716,124.0,431800.0,431800.0,524800.0
Airport ATM,2016-06-13,41,220200,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,276914.28571428574,27.0,133000.0,133000.0,550800.0
KK Nagar ATM,2016-06-13,96,528900,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,343685.71428571426,41.0,220200.0,220200.0,61500.0
Christ College ATM,2016-06-13,144,663800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,376014.28571428574,96.0,528900.0,528900.0,437500.0
Big Street ATM,2016-06-14,104,436200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,416571.4285714286,144.0,663800.0,663800.0,152300.0
Mount Road ATM,2016-06-14,5,28000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,348842.85714285716,104.0,436200.0,436200.0,502100.0
Airport ATM,2016-06-14,51,301600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,330242.85714285716,5.0,28000.0,28000.0,431800.0
KK Nagar ATM,2016-06-14,41,277200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,350842.85714285716,51.0,301600.0,301600.0,133000.0
Christ College ATM,2016-06-14,136,718800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,422071.4285714286,41.0,277200.0,277200.0,220200.0
Big Street ATM,2016-06-15,131,499300,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,417842.85714285716,136.0,718800.0,718800.0,528900.0
Mount Road ATM,2016-06-15,10,50800,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,330271.4285714286,131.0,499300.0,499300.0,663800.0
Airport ATM,2016-06-15,63,276800,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,307500.0,10.0,50800.0,50800.0,436200.0
KK Nagar ATM,2016-06-15,47,291500,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,345142.85714285716,63.0,276800.0,276800.0,28000.0
Christ College ATM,2016-06-15,138,743600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,408285.71428571426,47.0,291500.0,291500.0,301600.0
Big Street ATM,2016-06-16,117,386200,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,423857.14285714284,138.0,743600.0,743600.0,277200.0
Mount Road ATM,2016-06-16,20,181400,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,347085.71428571426,117.0,386200.0,386200.0,718800.0
Airport ATM,2016-06-16,71,387600,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,331128.5714285714,20.0,181400.0,181400.0,499300.0
KK Nagar ATM,2016-06-16,89,574600,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,405957.14285714284,71.0,387600.0,387600.0,50800.0
Christ College ATM,2016-06-16,175,869500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,490628.5714285714,89.0,574600.0,574600.0,276800.0
Big Street ATM,2016-06-17,114,371300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,502028.5714285714,175.0,869500.0,869500.0,291500.0
Mount Road ATM,2016-06-17,29,93500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,409157.14285714284,114.0,371300.0,371300.0,743600.0
Airport ATM,2016-06-17,58,267300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,392171.4285714286,29.0,93500.0,93500.0,386200.0
KK Nagar ATM,2016-06-17,109,895100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,494128.5714285714,58.0,267300.0,267300.0,181400.0
Christ College ATM,2016-06-17,103,538400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,515671.4285714286,109.0,895100.0,895100.0,387600.0
Big Street ATM,2016-06-18,119,312900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,478285.71428571426,103.0,538400.0,538400.0,574600.0
Mount Road ATM,2016-06-18,6,84000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,366071.4285714286,119.0,312900.0,312900.0,869500.0
Airport ATM,2016-06-18,50,317000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,358314.28571428574,6.0,84000.0,84000.0,371300.0
KK Nagar ATM,2016-06-18,132,712500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,446742.85714285716,50.0,317000.0,317000.0,93500.0
Christ College ATM,2016-06-18,149,765500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,517914.28571428574,132.0,712500.0,712500.0,267300.0
Big Street ATM,2016-06-19,127,368400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,442671.4285714286,149.0,765500.0,765500.0,895100.0
Airport ATM,2016-06-19,52,311600,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,410271.4285714286,127.0,368400.0,368400.0,538400.0
KK Nagar ATM,2016-06-19,139,517300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,439471.4285714286,52.0,311600.0,311600.0,312900.0
Christ College ATM,2016-06-19,124,615500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,515400.0,139.0,517300.0,517300.0,84000.0
Big Street ATM,2016-06-20,103,345500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,519471.4285714286,124.0,615500.0,615500.0,317000.0
Airport ATM,2016-06-20,75,457200,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,483000.0,103.0,345500.0,345500.0,712500.0
KK Nagar ATM,2016-06-20,83,580700,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,456600.0,75.0,457200.0,457200.0,765500.0
Christ College ATM,2016-06-20,137,762800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,512942.85714285716,83.0,580700.0,580700.0,368400.0
Big Street ATM,2016-06-21,112,418400,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,528200.0,137.0,762800.0,762800.0,311600.0
Airport ATM,2016-06-21,43,194900,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,482142.85714285716,112.0,418400.0,418400.0,517300.0
KK Nagar ATM,2016-06-21,93,576100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,476514.28571428574,43.0,194900.0,194900.0,615500.0
Christ College ATM,2016-06-21,121,564800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,507842.85714285716,93.0,576100.0,576100.0,345500.0
Big Street ATM,2016-06-22,114,470600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,509757.14285714284,121.0,564800.0,564800.0,457200.0
Airport ATM,2016-06-22,22,120600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,444028.5714285714,114.0,470600.0,470600.0,580700.0
KK Nagar ATM,2016-06-22,124,752700,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,442585.71428571426,22.0,120600.0,120600.0,762800.0
Christ College ATM,2016-06-22,101,605100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,469257.14285714284,124.0,752700.0,752700.0,418400.0
Big Street ATM,2016-06-23,116,440000,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,504271.4285714286,101.0,605100.0,605100.0,194900.0
Airport ATM,2016-06-23,46,187500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,448757.14285714284,116.0,440000.0,440000.0,576100.0
KK Nagar ATM,2016-06-23,108,621100,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,456800.0,46.0,187500.0,187500.0,564800.0
Christ College ATM,2016-06-23,125,612800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,477114.28571428574,108.0,621100.0,621100.0,470600.0
Big Street ATM,2016-06-24,90,302900,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,503157.14285714284,125.0,612800.0,612800.0,120600.0
Airport ATM,2016-06-24,45,217800,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,426742.85714285716,90.0,302900.0,302900.0,752700.0
KK Nagar ATM,2016-06-24,99,684300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,438057.14285714284,45.0,217800.0,217800.0,605100.0
Christ College ATM,2016-06-24,135,681600,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,472571.4285714286,99.0,684300.0,684300.0,440000.0
